screening_date,company,symbol,exchange,listing_board,sector,industry,current_price_inr,price_date,market_cap_inr_cr,market_cap_date,liquidity_metric_name,liquidity_value_inr_cr,liquidity_period,eligible_flag,exclusion_code,exclusion_reason,primary_archetype,classification_rationale,secondary_tags,technical_stage,technical_data_date,revenue_cagr_5y_pct,normalized_eps_cagr_5y_pct,latest_roce_or_roe_pct,median_roce_or_roe_5y_pct,net_debt_to_equity,cfo_pat_period,cfo_pat_ratio,preliminary_valuation_method,preliminary_valuation_value,preliminary_priority_score,inclusion_reason,key_disqualifying_risk,data_quality_confidence,primary_source_ids,secondary_source_ids,phase2_priority,phase2_questions,required_primary_documents,known_data_gaps
2026-08-11,Vaibhav Global Ltd,VAIBHAVGBL,NSE,Main Board,Consumer Durables,Consumer Durables,240.0,2026-08-10,4029.0,2026-08-10,3-month median daily traded value,10.776,13-week median of weekly traded value / 5,1,,,Mature value/yield company,dividend yield 2.5%; FCF positive in 4 of last 5 years,PEAD candidate,Early Stage 1,2026-08-10,7.766950852789778,-0.9396493539386541,16.4,14.0,0.2524271844660194,Mar 2022-Mar 2026,1.0889639639639639,Trailing P/E vs 3-5y EPS CAGR (preliminary),14.2,70.0,dividend yield 2.5%; FCF positive in 4 of last 5 years,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,VAIBHAVGBL-SCR-01|VAIBHAVGBL-PXW-01,Low,"Is the dividend covered by normalised FCF after maintenance capex, not by peak earnings? | What structural-decline risk exists in the core end-market? | Is management willing to keep returning capital, on what stated policy?",Annual report cash-flow statement and dividend policy; quarterly results; capex guidance,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Marksans Pharma Ltd,MARKSANS,NSE,Main Board,Healthcare,Healthcare,272.0,2026-08-10,12328.0,2026-08-10,3-month median daily traded value,56.521,13-week median of weekly traded value / 5,1,,,Cyclical recovery,OPM 5.0pp below 5y peak; quarterly OPM +7.0pp YoY - margin inflecting,Earnings-upgrade candidate|Operating-leverage inflection|Margin-recovery candidate|PEAD candidate,Mature/extended Stage 2,2026-08-10,16.4850405282553,9.865588791294421,18.8,21.0,0.11346344690704598,Mar 2022-Mar 2026,0.7840764331210192,Trailing P/E vs 3-5y EPS CAGR (preliminary),29.6,69.9,OPM 5.0pp below 5y peak; quarterly OPM +7.0pp YoY - margin inflecting,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,MARKSANS-SCR-01|MARKSANS-PXW-01,Low,"Where is the cycle versus mid-cycle margin, and what capacity is still being added industry-wide? | Is the improvement demand-led or a one-off inventory/input-cost effect? | Does the balance sheet survive another 4-6 quarters at trough spreads?",Annual report segment/realisation data; quarterly results; industry capacity data; credit-rating rationale,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Gland Pharma Ltd,GLAND,NSE,Main Board,Healthcare,Healthcare,2664.0,2026-08-10,43939.0,2026-08-10,3-month median daily traded value,127.072,13-week median of weekly traded value / 5,1,,,Cyclical recovery,OPM 13.0pp below 5y peak; quarterly OPM +5.0pp YoY - margin inflecting,Earnings-upgrade candidate|Operating-leverage inflection|Margin-recovery candidate|PEAD candidate,Mature/extended Stage 2,2026-08-10,13.178830926832363,0.4585259993974189,15.1,15.0,0.0274210678767983,Mar 2022-Mar 2026,0.9124916499665998,Trailing P/E vs 3-5y EPS CAGR (preliminary),42.2,69.9,OPM 13.0pp below 5y peak; quarterly OPM +5.0pp YoY - margin inflecting,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,GLAND-SCR-01|GLAND-PXW-01,Low,"Where is the cycle versus mid-cycle margin, and what capacity is still being added industry-wide? | Is the improvement demand-led or a one-off inventory/input-cost effect? | Does the balance sheet survive another 4-6 quarters at trough spreads?",Annual report segment/realisation data; quarterly results; industry capacity data; credit-rating rationale,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Dixon Technologies (India) Ltd,DIXON,NSE,Main Board,Consumer Durables,Consumer Durables,14160.0,2026-08-10,86577.0,2026-08-10,3-month median daily traded value,518.169,13-week median of weekly traded value / 5,1,,,Quality compounder,5y median ROCE 29%; 5y revenue CAGR 50%; 5y EPS CAGR 54%; cumulative CFO/PAT 1.22,Capex commissioning|Temporary setback,Early Stage 1,2026-08-10,49.94389702463944,54.04150246141137,42.0,29.0,0.21252939918751337,Mar 2022-Mar 2026,1.2212604814714634,Trailing P/E vs 3-5y EPS CAGR (preliminary),46.1,69.8,5y median ROCE 29%; 5y revenue CAGR 50%; 5y EPS CAGR 54%; cumulative CFO/PAT 1.22,Other income >35% of PBT - EPS provisional,Medium,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,DIXON-SCR-01|DIXON-PXW-01,Low,"Is the 5y median ROCE sustained on incremental capital, or inflated by a legacy asset base? | What is the reinvestment runway, and has capital allocation stayed inside the core? | Does cumulative CFO/PAT hold above 0.8 once working-capital swings are normalised?",Latest annual report (MD&A + segment note); last 4 quarterly results; latest investor presentation; last 2 earnings-call transcripts,Other income >35% of PBT - EPS provisional; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Tinna Rubber & Infrastructure Ltd,TINNARUBR,NSE,Main Board,Not disclosed,Not disclosed,1127.0,2026-08-10,2031.0,2026-08-10,3-month median daily traded value,6.091,13-week median of weekly traded value / 5,1,,,Quality compounder,5y median ROCE 24%; 5y revenue CAGR 33%; cumulative CFO/PAT 1.13,Regulatory catalyst|Governance risk|Earnings-upgrade candidate|Capex commissioning|PEAD candidate|Debt-reduction story|Peak-cycle risk,Mature/extended Stage 2,2026-08-10,33.24467383744967,,22.3,24.0,0.43,Mar 2022-Mar 2026,1.1277777777777778,Trailing P/E vs 3-5y EPS CAGR (preliminary),32.9,69.8,5y median ROCE 24%; 5y revenue CAGR 33%; cumulative CFO/PAT 1.13,Equity capital up 100% in 5y - dilution,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,TINNARUBR-SCR-01|TINNARUBR-PXW-01,Low,"Is the 5y median ROCE sustained on incremental capital, or inflated by a legacy asset base? | What is the reinvestment runway, and has capital allocation stayed inside the core? | Does cumulative CFO/PAT hold above 0.8 once working-capital swings are normalised?",Latest annual report (MD&A + segment note); last 4 quarterly results; latest investor presentation; last 2 earnings-call transcripts,5y EPS CAGR not computable (negative or zero base year); nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,BF Investment Ltd,BFINVEST,NSE,Main Board,Not disclosed,Not disclosed,476.0,2026-08-10,1784.0,2026-08-10,3-month median daily traded value,1.403,13-week median of weekly traded value / 5,1,,,Asset-value/SOTP opportunity,balance-sheet investments = 491% of market cap; trades at 0.21x book,Earnings-upgrade candidate|PEAD candidate|Demerger/SOTP unlocking|Value-trap risk,Early Stage 2,2026-08-10,36.56478393234042,1.0984672584591904,4.86,7.0,0.0,Mar 2022-Mar 2026,0.04946236559139785,Trailing P/E vs 3-5y EPS CAGR (preliminary),6.32,69.7,balance-sheet investments = 491% of market cap; trades at 0.21x book,Weak cash conversion (cumulative CFO/PAT below 0.6),Medium,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,BFINVEST-SCR-01|BFINVEST-PXW-01,Low,"What are conservative realisable values for each asset, net of tax leakage and holdco discount? | Is there a disclosed unlocking mechanism with a timeline, or only a static discount? | Does the core operating business earn above its cost of capital, or does it consume the asset value?",Annual report investment schedule and subsidiary financials; scheme documents; related-party transaction note,Other income >35% of PBT - EPS provisional; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Supreme Industries Ltd,SUPREMEIND,NSE,Main Board,Capital Goods,Capital Goods,3469.0,2026-08-10,44284.0,2026-08-10,3-month median daily traded value,56.103,13-week median of weekly traded value / 5,1,,,Capex operating-leverage candidate,CWIP drawn down 67% YoY - capacity commissioned; OPM 6.0pp below 5y peak - absorption yet to come,Earnings-upgrade candidate|Operating-leverage inflection|Margin-recovery candidate,Mature Stage 1 base,2026-08-10,12.036614301526537,-0.49845085186140947,20.7,26.0,0.014751175230993677,Mar 2022-Mar 2026,1.0381901203819013,Trailing P/E vs 3-5y EPS CAGR (preliminary),42.9,69.7,CWIP drawn down 67% YoY - capacity commissioned; OPM 6.0pp below 5y peak - absorption yet to come,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,SUPREMEIND-SCR-01|SUPREMEIND-PXW-01,Low,"What exactly has been commissioned, on what date, and at what capex vs. original budget? | What demand evidence exists (orders, nominations, approvals, contracts) for the new capacity? | What are incremental EBITDA margin and incremental ROCE at 50/70/85% utilisation? | How do 6/12/18-month commissioning delays change FY+2 EPS and the debt schedule?",Capex announcements and Reg-30 intimations; annual report CWIP/fixed-asset schedule; investor presentation capacity slides; earnings-call transcripts; credit-rating rationale,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Godrej Properties Ltd,GODREJPROP,NSE,Main Board,Realty,Realty,2112.0,2026-08-10,63593.0,2026-08-10,3-month median daily traded value,122.524,13-week median of weekly traded value / 5,1,,,High-growth company,3y revenue CAGR 32%; 3y EPS CAGR 44%; latest quarter revenue +367% YoY,Governance risk|Earnings-upgrade candidate|Operating-leverage inflection|Margin-recovery candidate|PEAD candidate|Value-trap risk|Temporary setback,Early Stage 1,2026-08-10,46.321490324865636,,7.63,6.0,0.8297139277510963,Mar 2022-Mar 2026,-1.6672054960598102,Trailing P/E vs 3-5y EPS CAGR (preliminary),39.3,69.6,3y revenue CAGR 32%; 3y EPS CAGR 44%; latest quarter revenue +367% YoY,Weak cash conversion (cumulative CFO/PAT below 0.6),Medium,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,GODREJPROP-SCR-01|GODREJPROP-PXW-01,Low,"Is forward growth contracted/visible or extrapolated from a favourable base? | Do unit economics hold as mix shifts, and is growth funded without dilution? | How much of EPS growth is operating vs. below-the-line or tax-rate driven?",Last 4 quarterly results; latest investor presentation; earnings-call transcripts; annual report share-capital and ESOP notes,5y EPS CAGR not computable (negative or zero base year); Other income >35% of PBT - EPS provisional; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Grauer & Weil (India) Ltd,GRAUWEIL,NSE,Main Board,Not disclosed,Not disclosed,68.1,2026-08-10,3089.0,2026-08-10,3-month median daily traded value,2.066,13-week median of weekly traded value / 5,1,,,Quality compounder,5y median ROCE 23%; 5y revenue CAGR 14%; 5y EPS CAGR 19%; cumulative CFO/PAT 0.93,Earnings-upgrade candidate|Capex commissioning|Governance risk,Stage 4 decline,2026-08-10,14.487564671022568,18.95234184344843,21.4,23.0,0.013876040703052728,Mar 2022-Mar 2026,0.9317147192716236,Trailing P/E vs 3-5y EPS CAGR (preliminary),19.3,69.5,5y median ROCE 23%; 5y revenue CAGR 14%; 5y EPS CAGR 19%; cumulative CFO/PAT 0.93,Equity capital up 96% in 5y - dilution,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,GRAUWEIL-SCR-01|GRAUWEIL-PXW-01,Low,"Is the 5y median ROCE sustained on incremental capital, or inflated by a legacy asset base? | What is the reinvestment runway, and has capital allocation stayed inside the core? | Does cumulative CFO/PAT hold above 0.8 once working-capital swings are normalised?",Latest annual report (MD&A + segment note); last 4 quarterly results; latest investor presentation; last 2 earnings-call transcripts,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Ajmera Realty & Infra India Ltd,AJMERA,NSE,Main Board,Not disclosed,Not disclosed,123.0,2026-08-10,2417.0,2026-08-10,3-month median daily traded value,6.078,13-week median of weekly traded value / 5,1,,,High-growth company,3y revenue CAGR 36%; 3y EPS CAGR 24%; latest quarter revenue +97% YoY,Earnings-upgrade candidate,Stage 4 decline,2026-08-10,25.724351636002307,34.954430573853614,14.3,12.0,0.5085836909871244,Mar 2022-Mar 2026,0.7287128712871287,Trailing P/E vs 3-5y EPS CAGR (preliminary),15.6,69.4,3y revenue CAGR 36%; 3y EPS CAGR 24%; latest quarter revenue +97% YoY,Technically in Stage 4 decline,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,AJMERA-SCR-01|AJMERA-PXW-01,Low,"Is forward growth contracted/visible or extrapolated from a favourable base? | Do unit economics hold as mix shifts, and is growth funded without dilution? | How much of EPS growth is operating vs. below-the-line or tax-rate driven?",Last 4 quarterly results; latest investor presentation; earnings-call transcripts; annual report share-capital and ESOP notes,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Hester Biosciences Ltd,HESTERBIO,NSE,Main Board,Not disclosed,Not disclosed,2505.0,2026-08-10,2130.0,2026-08-10,3-month median daily traded value,1.851,13-week median of weekly traded value / 5,1,,,Capex operating-leverage candidate,CWIP drawn down 95% YoY - capacity commissioned; OPM 6.0pp below 5y peak - absorption yet to come,Demerger/SOTP unlocking|Operating-leverage inflection|Margin-recovery candidate|PEAD candidate|Debt-reduction story,Mature/extended Stage 2,2026-08-10,9.246137753470451,10.078420409580868,15.2,10.0,0.5401662049861495,Mar 2022-Mar 2026,1.206896551724138,Trailing P/E vs 3-5y EPS CAGR (preliminary),40.1,69.3,CWIP drawn down 95% YoY - capacity commissioned; OPM 6.0pp below 5y peak - absorption yet to come,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,HESTERBIO-SCR-01|HESTERBIO-PXW-01,Low,"What exactly has been commissioned, on what date, and at what capex vs. original budget? | What demand evidence exists (orders, nominations, approvals, contracts) for the new capacity? | What are incremental EBITDA margin and incremental ROCE at 50/70/85% utilisation? | How do 6/12/18-month commissioning delays change FY+2 EPS and the debt schedule?",Capex announcements and Reg-30 intimations; annual report CWIP/fixed-asset schedule; investor presentation capacity slides; earnings-call transcripts; credit-rating rationale,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Zensar Technologies Ltd,ZENSARTECH,NSE,Main Board,Information Technology,Information Technology,499.0,2026-08-10,11355.0,2026-08-10,3-month median daily traded value,62.091,13-week median of weekly traded value / 5,1,,,Mature value/yield company,dividend yield 3.0%; FCF positive in 5 of last 5 years,Capex commissioning,Stage 4 decline,2026-08-10,8.506388851537782,20.6849445021817,22.8,21.0,0.016740834922653103,Mar 2022-Mar 2026,1.0661971830985915,Trailing P/E vs 3-5y EPS CAGR (preliminary),14.3,69.3,dividend yield 3.0%; FCF positive in 5 of last 5 years,Technically in Stage 4 decline,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,ZENSARTECH-SCR-01|ZENSARTECH-PXW-01,Low,"Is the dividend covered by normalised FCF after maintenance capex, not by peak earnings? | What structural-decline risk exists in the core end-market? | Is management willing to keep returning capital, on what stated policy?",Annual report cash-flow statement and dividend policy; quarterly results; capex guidance,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Apar Industries Ltd,APARINDS,NSE,Main Board,Capital Goods,Capital Goods,16440.0,2026-08-10,66196.0,2026-08-10,3-month median daily traded value,202.684,13-week median of weekly traded value / 5,1,,,Quality compounder,5y median ROCE 33%; 5y revenue CAGR 29%; 5y EPS CAGR 42%; cumulative CFO/PAT 0.83,Governance risk|Capex commissioning,Mature/extended Stage 2,2026-08-10,29.092704850739338,42.12504012987799,31.1,33.0,0.1772668273688114,Mar 2022-Mar 2026,0.8294485503126776,Trailing P/E vs 3-5y EPS CAGR (preliminary),54.9,69.2,5y median ROCE 33%; 5y revenue CAGR 29%; 5y EPS CAGR 42%; cumulative CFO/PAT 0.83,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,APARINDS-SCR-01|APARINDS-PXW-01,Low,"Is the 5y median ROCE sustained on incremental capital, or inflated by a legacy asset base? | What is the reinvestment runway, and has capital allocation stayed inside the core? | Does cumulative CFO/PAT hold above 0.8 once working-capital swings are normalised?",Latest annual report (MD&A + segment note); last 4 quarterly results; latest investor presentation; last 2 earnings-call transcripts,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,APL Apollo Tubes Ltd,APLAPOLLO,NSE,Main Board,Capital Goods,Capital Goods,2000.0,2026-08-10,55701.0,2026-08-10,3-month median daily traded value,107.858,13-week median of weekly traded value / 5,1,,,Quality compounder,5y median ROCE 27%; 5y revenue CAGR 22%; 5y EPS CAGR 25%; cumulative CFO/PAT 1.46,Governance risk|Peak-cycle risk,Mature Stage 1 base,2026-08-10,22.112356510418362,24.613382810199024,31.6,27.0,0.0940154804606381,Mar 2022-Mar 2026,1.459903870478118,Trailing P/E vs 3-5y EPS CAGR (preliminary),45.3,69.2,5y median ROCE 27%; 5y revenue CAGR 22%; 5y EPS CAGR 25%; cumulative CFO/PAT 1.46,Equity capital up 124% in 5y - dilution,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,APLAPOLLO-SCR-01|APLAPOLLO-PXW-01,Low,"Is the 5y median ROCE sustained on incremental capital, or inflated by a legacy asset base? | What is the reinvestment runway, and has capital allocation stayed inside the core? | Does cumulative CFO/PAT hold above 0.8 once working-capital swings are normalised?",Latest annual report (MD&A + segment note); last 4 quarterly results; latest investor presentation; last 2 earnings-call transcripts,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Shree Cement Ltd,SHREECEM,NSE,Main Board,Construction Materials,Construction Materials,26023.0,2026-08-10,92646.0,2026-08-10,3-month median daily traded value,61.342,13-week median of weekly traded value / 5,1,,,Capex operating-leverage candidate,CWIP 13% of net block - build in progress; CWIP drawn down 61% YoY - capacity commissioned; OPM 8.0pp below 5y peak - absorption yet to come,Earnings-upgrade candidate|Capex commissioning|Operating-leverage inflection|Margin-recovery candidate,Early Stage 1,2026-08-10,9.082690364792988,-5.272131095843946,10.3,10.0,0.08028538273090643,Mar 2022-Mar 2026,1.9490704225352113,Trailing P/E vs 3-5y EPS CAGR (preliminary),56.8,69.1,CWIP 13% of net block - build in progress; CWIP drawn down 61% YoY - capacity commissioned; OPM 8.0pp below 5y peak - absorption yet to come,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,SHREECEM-SCR-01|SHREECEM-PXW-01,Low,"What exactly has been commissioned, on what date, and at what capex vs. original budget? | What demand evidence exists (orders, nominations, approvals, contracts) for the new capacity? | What are incremental EBITDA margin and incremental ROCE at 50/70/85% utilisation? | How do 6/12/18-month commissioning delays change FY+2 EPS and the debt schedule?",Capex announcements and Reg-30 intimations; annual report CWIP/fixed-asset schedule; investor presentation capacity slides; earnings-call transcripts; credit-rating rationale,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Quess Corp Ltd,QUESS,NSE,Main Board,Services,Services,324.0,2026-08-10,4850.0,2026-08-10,3-month median daily traded value,12.575,13-week median of weekly traded value / 5,1,,,Mature value/yield company,dividend yield 2.5%; FCF positive in 5 of last 5 years,Margin-recovery candidate|PEAD candidate,Mature/extended Stage 2,2026-08-10,7.1481932047670504,30.505725945274342,24.0,12.0,0.10634648370497427,Mar 2022-Mar 2026,2.1125244618395302,Trailing P/E vs 3-5y EPS CAGR (preliminary),18.8,69.1,dividend yield 2.5%; FCF positive in 5 of last 5 years,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,QUESS-SCR-01|QUESS-PXW-01,Low,"Is the dividend covered by normalised FCF after maintenance capex, not by peak earnings? | What structural-decline risk exists in the core end-market? | Is management willing to keep returning capital, on what stated policy?",Annual report cash-flow statement and dividend policy; quarterly results; capex guidance,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Dalmia Bharat Sugar & Industries Ltd,DALMIASUG,NSE,Main Board,Not disclosed,Not disclosed,417.0,2026-08-10,3378.0,2026-08-10,3-month median daily traded value,3.758,13-week median of weekly traded value / 5,1,,,Cyclical recovery,OPM 6.0pp below 5y peak; PAT 36% below 5y peak; quarterly OPM +11.5pp YoY - margin inflecting,Operating-leverage inflection|Margin-recovery candidate|PEAD candidate|Debt-reduction story,Mature/extended Stage 2,2026-08-10,6.14043024893256,-2.6236312599083877,8.18,10.0,0.5561381863047502,Mar 2022-Mar 2026,1.0845070422535212,Trailing P/E vs 3-5y EPS CAGR (preliminary),16.5,68.9,OPM 6.0pp below 5y peak; PAT 36% below 5y peak; quarterly OPM +11.5pp YoY - margin inflecting,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,DALMIASUG-SCR-01|DALMIASUG-PXW-01,Low,"Where is the cycle versus mid-cycle margin, and what capacity is still being added industry-wide? | Is the improvement demand-led or a one-off inventory/input-cost effect? | Does the balance sheet survive another 4-6 quarters at trough spreads?",Annual report segment/realisation data; quarterly results; industry capacity data; credit-rating rationale,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Birlasoft Ltd,BSOFT,NSE,Main Board,Information Technology,Information Technology,318.0,2026-08-10,8884.0,2026-08-10,3-month median daily traded value,42.472,13-week median of weekly traded value / 5,1,,,Mature value/yield company,dividend yield 2.0%; FCF positive in 5 of last 5 years,Governance risk|Peak-cycle risk,Stage 4 decline,2026-08-10,8.349410742961894,9.901118144562894,21.2,21.0,0.034281546316557256,Mar 2022-Mar 2026,1.0708757637474542,Trailing P/E vs 3-5y EPS CAGR (preliminary),14.9,68.9,dividend yield 2.0%; FCF positive in 5 of last 5 years,Technically in Stage 4 decline,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,BSOFT-SCR-01|BSOFT-PXW-01,Low,"Is the dividend covered by normalised FCF after maintenance capex, not by peak earnings? | What structural-decline risk exists in the core end-market? | Is management willing to keep returning capital, on what stated policy?",Annual report cash-flow statement and dividend policy; quarterly results; capex guidance,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Kirloskar Industries Ltd,KIRLOSIND,NSE,Main Board,Not disclosed,Not disclosed,3777.0,2026-08-10,3964.0,2026-08-10,3-month median daily traded value,3.143,13-week median of weekly traded value / 5,1,,,Asset-value/SOTP opportunity,balance-sheet investments = 111% of market cap; trades at 0.64x book,Capex commissioning|PEAD candidate|Demerger/SOTP unlocking,Early Stage 2,2026-08-10,27.316361268997213,5.115661311857322,7.01,11.0,0.17808,Mar 2022-Mar 2026,1.6036960985626283,Trailing P/E vs 3-5y EPS CAGR (preliminary),12.9,68.8,balance-sheet investments = 111% of market cap; trades at 0.64x book,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,KIRLOSIND-SCR-01|KIRLOSIND-PXW-01,Low,"What are conservative realisable values for each asset, net of tax leakage and holdco discount? | Is there a disclosed unlocking mechanism with a timeline, or only a static discount? | Does the core operating business earn above its cost of capital, or does it consume the asset value?",Annual report investment schedule and subsidiary financials; scheme documents; related-party transaction note,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Ipca Laboratories Ltd,IPCALAB,NSE,Main Board,Healthcare,Healthcare,1694.0,2026-08-10,42957.0,2026-08-10,3-month median daily traded value,39.918,13-week median of weekly traded value / 5,1,,,Event-driven or special situation,Asset / business sale disclosed 17-Oct-2025 17:31:05,Demerger/SOTP unlocking|Capex commissioning|Margin-recovery candidate,Early Stage 2,2026-08-10,12.213965105286938,0.01779517863382818,17.0,15.0,0.1003348629542354,Mar 2022-Mar 2026,1.3131313131313131,Trailing P/E vs 3-5y EPS CAGR (preliminary),36.4,68.8,Asset / business sale disclosed 17-Oct-2025 17:31:05,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,IPCALAB-SCR-01|IPCALAB-PXW-01,Low,"What is the disclosed scheme/transaction structure, record date, and regulatory path? | What is the value in completed, delayed and cancelled scenarios, and the probability of each? | What is the downside if the event does not complete at all?",Scheme of arrangement / offer document; stock-exchange intimations; NCLT/SEBI filings; valuation report where disclosed,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,CRISIL Ltd,CRISIL,NSE,Main Board,Financial Services,Financial Services,4540.0,2026-08-10,33218.0,2026-08-10,3-month median daily traded value,19.445,13-week median of weekly traded value / 5,1,,,Financial compounder,ROE 24.5%; 5y EPS CAGR 16%,PEAD candidate|Peak-cycle risk,Early Stage 1,2026-08-10,12.983244651453818,16.472216023276687,24.5,28.0,,Dec 2021-Dec 2025,,P/B vs ROE (preliminary),37.6,68.8,ROE 24.5%; 5y EPS CAGR 16%,None identified at Phase 1 depth,Medium,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,CRISIL-SCR-01|CRISIL-PXW-01,Low,"Is ROE sustainable on current capital, and what dilution is required to fund growth? | What are GNPA/NNPA, provision coverage, and credit-cost trend through the cycle? | What is the funding franchise - cost of funds trajectory and liability mix?",Annual report asset-quality and capital-adequacy disclosures; quarterly investor presentation; credit-rating rationale,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,Spectrum Electrical Industries Ltd,SPECTRUM,NSE,Main Board,Not disclosed,Not disclosed,2530.0,2026-08-10,3982.0,2026-08-10,3-month median daily traded value,4.116,13-week median of weekly traded value / 5,1,,,High-growth company,3y revenue CAGR 28%; 3y EPS CAGR 72%; latest quarter revenue +233% YoY,Governance risk|Earnings-upgrade candidate|Capex commissioning|PEAD candidate|Peak-cycle risk,Mature/extended Stage 2,2026-08-10,28.35173964914275,48.535345317818155,16.7,15.0,1.0163265306122449,Mar 2022-Mar 2026,0.9134615384615384,Trailing P/E vs 3-5y EPS CAGR (preliminary),89.6,68.8,3y revenue CAGR 28%; 3y EPS CAGR 72%; latest quarter revenue +233% YoY,None identified at Phase 1 depth,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,SPECTRUM-SCR-01|SPECTRUM-PXW-01,Low,"Is forward growth contracted/visible or extrapolated from a favourable base? | Do unit economics hold as mix shifts, and is growth funded without dilution? | How much of EPS growth is operating vs. below-the-line or tax-rate driven?",Last 4 quarterly results; latest investor presentation; earnings-call transcripts; annual report share-capital and ESOP notes,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
2026-08-11,HBL Engineering Ltd,HBLENGINE,NSE,Main Board,Capital Goods,Capital Goods,693.0,2026-08-10,19222.0,2026-08-10,3-month median daily traded value,71.451,13-week median of weekly traded value / 5,1,,,Quality compounder,5y median ROCE 27%; 5y revenue CAGR 29%; 5y EPS CAGR 126%; cumulative CFO/PAT 0.92,Capex commissioning|Peak-cycle risk,Stage 4 decline,2026-08-10,29.354859048905357,125.87879655169418,58.4,27.0,0.030248306997742665,Mar 2022-Mar 2026,0.9161331626120358,Trailing P/E vs 3-5y EPS CAGR (preliminary),24.0,68.8,5y median ROCE 27%; 5y revenue CAGR 29%; 5y EPS CAGR 126%; cumulative CFO/PAT 0.92,Technically in Stage 4 decline,High,NSE-EQL-2026-08-10|NSE-BHAV-2026-08-10,HBLENGINE-SCR-01|HBLENGINE-PXW-01,Low,"Is the 5y median ROCE sustained on incremental capital, or inflated by a legacy asset base? | What is the reinvestment runway, and has capital allocation stayed inside the core? | Does cumulative CFO/PAT hold above 0.8 once working-capital swings are normalised?",Latest annual report (MD&A + segment note); last 4 quarterly results; latest investor presentation; last 2 earnings-call transcripts,nan; EPS not normalised for exceptional items at Phase 1 - reported basis only
